method,scenario_id,scenario,rep,N,n_X,sigma_x,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
lsem_proxyX,5,N1000_nX10_sx2,13,1000,10,2.000000,1.655430,1.188497,1.188497,0.466933,0.466933,1.734160,1.350895,1.159262,0.574898,0.383265,-0.078730,-0.162397,0.029235,-0.107965,0.083668,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,14,1000,10,2.000000,1.559666,1.239948,1.239948,0.319718,0.319718,1.746268,1.362411,1.170482,0.575786,0.383858,-0.186602,-0.122463,0.069466,-0.256069,-0.064140,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,15,1000,10,2.000000,1.780848,1.158977,1.158977,0.621870,0.621870,1.729401,1.345321,1.153281,0.576120,0.384080,0.051447,-0.186343,0.005697,0.045750,0.237790,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,16,1000,10,2.000000,2.014061,1.314041,1.314041,0.700020,0.700020,1.719016,1.334834,1.142743,0.576273,0.384182,0.295045,-0.020793,0.171298,0.123747,0.315838,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,17,1000,10,2.000000,1.662837,1.141866,1.141866,0.520971,0.520971,1.729493,1.345948,1.154175,0.575318,0.383545,-0.066656,-0.204082,-0.012309,-0.054347,0.137425,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,18,1000,10,2.000000,1.499457,1.108059,1.108059,0.391398,0.391398,1.729044,1.345037,1.153033,0.576011,0.384007,-0.229587,-0.236978,-0.044974,-0.184613,0.007390,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,19,1000,10,2.000000,1.605180,1.162821,1.162821,0.442360,0.442360,1.735313,1.351491,1.159580,0.575733,0.383822,-0.130133,-0.188671,0.003240,-0.133373,0.058538,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,20,1000,10,2.000000,1.646298,1.182407,1.182407,0.463891,0.463891,1.767617,1.383005,1.190698,0.576919,0.384612,-0.121319,-0.200597,-0.008291,-0.113028,0.079279,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,21,1000,10,2.000000,1.760774,1.291522,1.291522,0.469253,0.469253,1.768189,1.383796,1.191600,0.576589,0.384393,-0.007415,-0.092274,0.099922,-0.107337,0.084860,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,22,1000,10,2.000000,1.751384,1.286174,1.286174,0.465210,0.465210,1.744563,1.360722,1.168801,0.575761,0.383841,0.006821,-0.074548,0.117372,-0.110551,0.081369,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,23,1000,10,2.000000,1.805415,1.373386,1.373386,0.432029,0.432029,1.743544,1.359484,1.167454,0.576090,0.384060,0.061871,0.013902,0.205931,-0.144060,0.047970,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,24,1000,10,2.000000,1.753620,1.165136,1.165136,0.588484,0.588484,1.747220,1.363325,1.171377,0.575843,0.383895,0.006399,-0.198189,-0.006241,0.012641,0.204588,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,25,1000,10,2.000000,1.734977,1.181038,1.181038,0.553939,0.553939,1.719454,1.335728,1.143864,0.575590,0.383726,0.015523,-0.154689,0.037174,-0.021651,0.170212,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,26,1000,10,2.000000,1.861220,1.279854,1.279854,0.581366,0.581366,1.756006,1.371970,1.179953,0.576053,0.384035,0.105214,-0.092117,0.099901,0.005313,0.197330,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,27,1000,10,2.000000,1.604006,1.210588,1.210588,0.393418,0.393418,1.735742,1.352109,1.160293,0.575450,0.383633,-0.131736,-0.141521,0.050295,-0.182031,0.009785,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,28,1000,10,2.000000,1.611681,1.196642,1.196642,0.415039,0.415039,1.779631,1.395160,1.202924,0.576707,0.384471,-0.167951,-0.198518,-0.006282,-0.161668,0.030568,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,29,1000,10,2.000000,1.645697,1.254060,1.254060,0.391637,0.391637,1.736710,1.353018,1.161172,0.575539,0.383693,-0.091013,-0.098958,0.092888,-0.183902,0.007945,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,30,1000,10,2.000000,1.690048,1.176680,1.176680,0.513368,0.513368,1.738781,1.355558,1.163947,0.574834,0.383223,-0.048733,-0.178878,0.012733,-0.061466,0.130145,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,31,1000,10,2.000000,1.689634,1.199193,1.199193,0.490441,0.490441,1.758241,1.374035,1.181932,0.576309,0.384206,-0.068607,-0.174842,0.017261,-0.085868,0.106235,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,32,1000,10,2.000000,1.766584,1.255422,1.255422,0.511162,0.511162,1.715235,1.331253,1.139262,0.575972,0.383981,0.051350,-0.075831,0.116160,-0.064810,0.127180,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,33,1000,10,2.000000,1.980418,1.326153,1.326153,0.654265,0.654265,1.744956,1.361629,1.169965,0.574992,0.383328,0.235462,-0.035476,0.156188,0.079273,0.270937,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,34,1000,10,2.000000,1.997168,1.375766,1.375766,0.621402,0.621402,1.760606,1.376439,1.184356,0.576250,0.384167,0.236562,-0.000673,0.191410,0.045152,0.237235,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,35,1000,10,2.000000,1.684983,1.192057,1.192057,0.492926,0.492926,1.731250,1.347454,1.155556,0.575694,0.383796,-0.046266,-0.155397,0.036501,-0.082768,0.109130,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,36,1000,10,2.000000,1.876094,1.314999,1.314999,0.561095,0.561095,1.758557,1.374979,1.183189,0.575368,0.383579,0.117537,-0.059980,0.131810,-0.014273,0.177516,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,37,1000,10,2.000000,1.853037,1.404132,1.404132,0.448905,0.448905,1.724359,1.339799,1.147519,0.576839,0.384559,0.128678,0.064332,0.256612,-0.127934,0.064346,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,38,1000,10,2.000000,1.648148,1.111021,1.111021,0.537126,0.537126,1.746078,1.361982,1.169934,0.576143,0.384095,-0.097930,-0.250961,-0.058913,-0.039017,0.153031,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,39,1000,10,2.000000,2.058623,1.370692,1.370692,0.687931,0.687931,1.755492,1.371477,1.179470,0.576022,0.384015,0.303131,-0.000786,0.191222,0.111909,0.303916,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,40,1000,10,2.000000,1.728499,1.222426,1.222426,0.506073,0.506073,1.723816,1.339739,1.147701,0.576116,0.384077,0.004683,-0.117313,0.074725,-0.070042,0.121996,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,41,1000,10,2.000000,1.782284,1.301934,1.301934,0.480350,0.480350,1.729696,1.345616,1.153576,0.576120,0.384080,0.052588,-0.043682,0.148358,-0.095770,0.096270,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,42,1000,10,2.000000,1.900792,1.311583,1.311583,0.589209,0.589209,1.755007,1.371690,1.180032,0.574975,0.383317,0.145785,-0.060108,0.131551,0.014234,0.205892,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,43,1000,10,2.000000,1.783113,1.292371,1.292371,0.490741,0.490741,1.741681,1.357597,1.165555,0.576126,0.384084,0.041432,-0.065225,0.126817,-0.085385,0.106657,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,44,1000,10,2.000000,1.887328,1.397373,1.397373,0.489955,0.489955,1.747593,1.363982,1.172176,0.575417,0.383611,0.139735,0.033391,0.225196,-0.085462,0.106344,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,45,1000,10,2.000000,1.891348,1.371015,1.371015,0.520333,0.520333,1.741938,1.357486,1.165260,0.576679,0.384452,0.149410,0.013529,0.205756,-0.056346,0.135881,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,46,1000,10,2.000000,1.850198,1.280365,1.280365,0.569832,0.569832,1.713918,1.330096,1.138185,0.575733,0.383822,0.136280,-0.049730,0.142181,-0.005901,0.186010,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,47,1000,10,2.000000,1.607661,1.264705,1.264705,0.342956,0.342956,1.703201,1.319403,1.127504,0.575697,0.383798,-0.095541,-0.054698,0.137201,-0.232742,-0.040843,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,48,1000,10,2.000000,1.670013,1.143326,1.143326,0.526687,0.526687,1.741713,1.358317,1.166619,0.575093,0.383396,-0.071700,-0.214991,-0.023293,-0.048407,0.143291,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,49,1000,10,2.000000,1.720242,1.200151,1.200151,0.520091,0.520091,1.741400,1.358362,1.166844,0.574557,0.383038,-0.021159,-0.158212,0.033307,-0.054466,0.137053,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,50,1000,10,2.000000,1.656296,1.262207,1.262207,0.394089,0.394089,1.717246,1.333365,1.141425,0.575820,0.383880,-0.060950,-0.071158,0.120782,-0.181732,0.010209,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,51,1000,10,2.000000,1.530961,1.170056,1.170056,0.360905,0.360905,1.729653,1.345851,1.153950,0.575703,0.383802,-0.198692,-0.175795,0.016106,-0.214798,-0.022897,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,52,1000,10,2.000000,1.767809,1.297048,1.297048,0.470760,0.470760,1.764675,1.380811,1.188880,0.575795,0.383863,0.003134,-0.083763,0.108169,-0.105035,0.086897,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,53,1000,10,2.000000,1.932417,1.312882,1.312882,0.619535,0.619535,1.734899,1.351431,1.159697,0.575203,0.383468,0.197518,-0.038549,0.153185,0.044333,0.236067,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,54,1000,10,2.000000,1.811131,1.193461,1.193461,0.617670,0.617670,1.727707,1.343845,1.151915,0.575792,0.383861,0.083424,-0.150385,0.041546,0.041878,0.233809,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,55,1000,10,2.000000,1.562992,1.098634,1.098634,0.464358,0.464358,1.735932,1.352682,1.161058,0.574874,0.383250,-0.172940,-0.254049,-0.062424,-0.110516,0.081109,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,56,1000,10,2.000000,1.712622,1.369706,1.369706,0.342917,0.342917,1.724377,1.340613,1.148731,0.575646,0.383764,-0.011755,0.029093,0.220975,-0.232730,-0.040848,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,57,1000,10,2.000000,1.682185,1.151297,1.151297,0.530888,0.530888,1.735968,1.352246,1.160384,0.575584,0.383723,-0.053784,-0.200949,-0.009088,-0.044696,0.147165,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,58,1000,10,2.000000,1.728951,1.253625,1.253625,0.475326,0.475326,1.763531,1.379011,1.186751,0.576780,0.384520,-0.034580,-0.125386,0.066874,-0.101454,0.090806,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,59,1000,10,2.000000,1.758872,1.203603,1.203603,0.555268,0.555268,1.730341,1.346972,1.155287,0.575054,0.383369,0.028531,-0.143368,0.048316,-0.019785,0.171899,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,60,1000,10,2.000000,1.567235,1.145807,1.145807,0.421427,0.421427,1.728385,1.344737,1.152913,0.575472,0.383648,-0.161151,-0.198930,-0.007106,-0.154045,0.037779,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,61,1000,10,2.000000,1.786404,1.238067,1.238067,0.548337,0.548337,1.745102,1.361509,1.169712,0.575390,0.383593,0.041302,-0.123442,0.068355,-0.027054,0.164743,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,62,1000,10,2.000000,1.647629,1.116104,1.116104,0.531526,0.531526,1.737339,1.353608,1.161743,0.575596,0.383731,-0.089709,-0.237504,-0.045639,-0.044070,0.147795,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,63,1000,10,2.000000,1.859366,1.349295,1.349295,0.510071,0.510071,1.762643,1.378815,1.186901,0.575741,0.383827,0.096723,-0.029520,0.162393,-0.065670,0.126244,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,64,1000,10,2.000000,1.780224,1.210989,1.210989,0.569235,0.569235,1.735237,1.351962,1.160324,0.574913,0.383275,0.044987,-0.140973,0.050665,-0.005678,0.185960,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,65,1000,10,2.000000,1.543821,1.209545,1.209545,0.334276,0.334276,1.728717,1.344696,1.152686,0.576031,0.384021,-0.184896,-0.135152,0.056858,-0.241754,-0.049744,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,66,1000,10,2.000000,1.730033,1.204946,1.204946,0.525087,0.525087,1.736032,1.353069,1.161587,0.574445,0.382963,-0.005998,-0.148122,0.043359,-0.049358,0.142124,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,67,1000,10,2.000000,1.627397,1.284315,1.284315,0.343082,0.343082,1.764291,1.379977,1.187820,0.576471,0.384314,-0.136894,-0.095662,0.096495,-0.233389,-0.041232,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,68,1000,10,2.000000,1.803431,1.263229,1.263229,0.540202,0.540202,1.753244,1.369177,1.177143,0.576101,0.384067,0.050188,-0.105947,0.086086,-0.035899,0.156135,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,69,1000,10,2.000000,1.736109,1.199767,1.199767,0.536342,0.536342,1.726184,1.342390,1.150493,0.575691,0.383794,0.009924,-0.142623,0.049274,-0.039350,0.152547,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,70,1000,10,2.000000,1.559656,1.090585,1.090585,0.469070,0.469070,1.727249,1.343931,1.152271,0.574978,0.383318,-0.167594,-0.253345,-0.061686,-0.105907,0.085752,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,71,1000,10,2.000000,1.810843,1.179744,1.179744,0.631099,0.631099,1.750543,1.366285,1.174155,0.576388,0.384258,0.060300,-0.186540,0.005589,0.054711,0.246841,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,72,1000,10,2.000000,1.691446,1.269647,1.269647,0.421799,0.421799,1.764672,1.380681,1.188685,0.575986,0.383991,-0.073225,-0.111033,0.080962,-0.154188,0.037808,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,73,1000,10,2.000000,1.621516,1.251555,1.251555,0.369961,0.369961,1.744662,1.360499,1.168418,0.576244,0.384163,-0.123146,-0.108945,0.083137,-0.206283,-0.014202,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,74,1000,10,2.000000,1.732714,1.287974,1.287974,0.444741,0.444741,1.743341,1.358874,1.166640,0.576701,0.384468,-0.010627,-0.070900,0.121334,-0.131961,0.060273,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,75,1000,10,2.000000,1.681624,1.182360,1.182360,0.499264,0.499264,1.757330,1.372698,1.180381,0.576949,0.384632,-0.075706,-0.190338,0.001978,-0.077685,0.114631,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,76,1000,10,2.000000,1.705795,1.222380,1.222380,0.483415,0.483415,1.719617,1.336005,1.144199,0.575419,0.383612,-0.013822,-0.113625,0.078181,-0.092003,0.099803,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,77,1000,10,2.000000,1.870027,1.367541,1.367541,0.502486,0.502486,1.789750,1.405613,1.213545,0.576205,0.384137,0.080277,-0.038073,0.153996,-0.073719,0.118350,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,78,1000,10,2.000000,1.798331,1.351247,1.351247,0.447084,0.447084,1.751121,1.367569,1.175792,0.575329,0.383552,0.047210,-0.016321,0.175455,-0.128245,0.063532,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,79,1000,10,2.000000,1.684988,1.221873,1.221873,0.463115,0.463115,1.726385,1.342149,1.150031,0.576354,0.384236,-0.041397,-0.120276,0.071842,-0.113239,0.078879,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,80,1000,10,2.000000,1.535288,1.157879,1.157879,0.377409,0.377409,1.735873,1.351336,1.159067,0.576806,0.384537,-0.200585,-0.193456,-0.001188,-0.199397,-0.007128,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,81,1000,10,2.000000,1.984730,1.324808,1.324808,0.659922,0.659922,1.755672,1.371918,1.180040,0.575632,0.383754,0.229058,-0.047110,0.144768,0.084290,0.276167,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,82,1000,10,2.000000,1.824865,1.329169,1.329169,0.495696,0.495696,1.740754,1.356760,1.164763,0.575991,0.383994,0.084110,-0.027591,0.164406,-0.080296,0.111702,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,83,1000,10,2.000000,1.774347,1.293929,1.293929,0.480417,0.480417,1.751240,1.366858,1.174667,0.576573,0.384382,0.023107,-0.072928,0.119263,-0.096155,0.096035,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,84,1000,10,2.000000,1.654579,1.163038,1.163038,0.491541,0.491541,1.732009,1.348223,1.156330,0.575679,0.383786,-0.077430,-0.185185,0.006709,-0.084138,0.107755,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,85,1000,10,2.000000,1.564408,1.238818,1.238818,0.325591,0.325591,1.717366,1.334860,1.143607,0.573759,0.382506,-0.152958,-0.096042,0.095211,-0.248168,-0.056915,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,86,1000,10,2.000000,1.749820,1.273866,1.273866,0.475954,0.475954,1.747385,1.363512,1.171576,0.575809,0.383873,0.002435,-0.089647,0.102290,-0.099854,0.092082,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,87,1000,10,2.000000,1.840344,1.367331,1.367331,0.473013,0.473013,1.729752,1.346700,1.155173,0.574579,0.383052,0.110592,0.020631,0.212158,-0.101565,0.089961,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,88,1000,10,2.000000,1.815232,1.225337,1.225337,0.589895,0.589895,1.733216,1.349284,1.157318,0.575899,0.383933,0.082015,-0.123947,0.068019,0.013996,0.205962,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,89,1000,10,2.000000,1.672163,1.240816,1.240816,0.431347,0.431347,1.711458,1.327924,1.136157,0.575301,0.383534,-0.039295,-0.087108,0.104659,-0.143954,0.047813,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,90,1000,10,2.000000,1.889071,1.360456,1.360456,0.528616,0.528616,1.748961,1.365734,1.174120,0.574841,0.383227,0.140111,-0.005278,0.186336,-0.046225,0.145389,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,91,1000,10,2.000000,1.788464,1.215905,1.215905,0.572559,0.572559,1.731903,1.347920,1.155929,0.575975,0.383983,0.056561,-0.132015,0.059976,-0.003416,0.188576,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,92,1000,10,2.000000,1.679892,1.307376,1.307376,0.372515,0.372515,1.735660,1.352470,1.160876,0.574784,0.383190,-0.055768,-0.045094,0.146501,-0.202269,-0.010674,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,93,1000,10,2.000000,1.646276,1.192169,1.192169,0.454107,0.454107,1.749162,1.365563,1.173764,0.575399,0.383599,-0.102886,-0.173394,0.018405,-0.121292,0.070508,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,94,1000,10,2.000000,1.782697,1.330777,1.330777,0.451920,0.451920,1.729682,1.345750,1.153784,0.575898,0.383932,0.053015,-0.014973,0.176993,-0.123978,0.067988,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,95,1000,10,2.000000,1.538389,1.202513,1.202513,0.335876,0.335876,1.754302,1.371159,1.179588,0.574714,0.383143,-0.215913,-0.168646,0.022925,-0.238838,-0.047267,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,96,1000,10,2.000000,1.506129,1.186338,1.186338,0.319791,0.319791,1.717834,1.334839,1.143342,0.574491,0.382994,-0.211704,-0.148501,0.042996,-0.254700,-0.063203,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,97,1000,10,2.000000,1.811638,1.183444,1.183444,0.628195,0.628195,1.736293,1.352515,1.160625,0.575668,0.383779,0.075345,-0.169071,0.022818,0.052527,0.244416,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,98,1000,10,2.000000,1.575315,1.166078,1.166078,0.409237,0.409237,1.746915,1.362638,1.170499,0.576416,0.384277,-0.171600,-0.196560,-0.004421,-0.167179,0.024960,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,99,1000,10,2.000000,1.690928,1.234834,1.234834,0.456093,0.456093,1.721643,1.338554,1.147010,0.574633,0.383089,-0.030715,-0.103720,0.087825,-0.118540,0.073005,,,,,,
lsem_proxyX,5,N1000_nX10_sx2,100,1000,10,2.000000,1.764328,1.320148,1.320148,0.444180,0.444180,1.742052,1.358645,1.166942,0.575110,0.383406,0.022276,-0.038498,0.153206,-0.130929,0.060774,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,1,1000,200,0.700000,1.528494,1.063255,1.063255,0.465239,0.465239,1.736200,1.352369,1.160453,0.575747,0.383832,-0.207706,-0.289114,-0.097198,-0.110508,0.081408,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,2,1000,200,0.700000,1.643604,1.134447,1.134447,0.509156,0.509156,1.713794,1.330857,1.139389,0.574405,0.382937,-0.070190,-0.196410,-0.004941,-0.065249,0.126219,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,3,1000,200,0.700000,1.778528,1.275998,1.275998,0.502529,0.502529,1.742380,1.358919,1.167188,0.575192,0.383461,0.036148,-0.082920,0.108810,-0.072662,0.119068,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,4,1000,200,0.700000,1.292126,1.050144,1.050144,0.241981,0.241981,1.742773,1.358663,1.166608,0.576165,0.384110,-0.450647,-0.308519,-0.116464,-0.334183,-0.142128,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,5,1000,200,0.700000,1.547343,1.155697,1.155697,0.391646,0.391646,1.745956,1.361816,1.169746,0.576210,0.384140,-0.198613,-0.206119,-0.014049,-0.184564,0.007506,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,6,1000,200,0.700000,1.701578,1.059426,1.059426,0.642152,0.642152,1.740389,1.357101,1.165456,0.574933,0.383289,-0.038812,-0.297675,-0.106030,0.067219,0.258863,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,7,1000,200,0.700000,1.600188,1.108386,1.108386,0.491801,0.491801,1.741586,1.357752,1.165835,0.575750,0.383833,-0.141398,-0.249366,-0.057449,-0.083949,0.107968,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,8,1000,200,0.700000,1.497969,1.157309,1.157309,0.340659,0.340659,1.724886,1.341040,1.149116,0.575770,0.383847,-0.226918,-0.183730,0.008193,-0.235111,-0.043187,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,9,1000,200,0.700000,1.527472,1.092463,1.092463,0.435009,0.435009,1.708870,1.324500,1.132315,0.576556,0.384370,-0.181398,-0.232037,-0.039852,-0.141546,0.050639,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,10,1000,200,0.700000,1.692237,1.287250,1.287250,0.404987,0.404987,1.765156,1.380949,1.188846,0.576310,0.384207,-0.072919,-0.093699,0.098404,-0.171323,0.020781,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,11,1000,200,0.700000,1.492879,1.039253,1.039253,0.453626,0.453626,1.745679,1.361805,1.169868,0.575811,0.383874,-0.252800,-0.322552,-0.130615,-0.122185,0.069752,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,12,1000,200,0.700000,1.518501,1.076042,1.076042,0.442458,0.442458,1.723017,1.339222,1.147324,0.575694,0.383796,-0.204517,-0.263179,-0.071281,-0.133235,0.058663,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,13,1000,200,0.700000,1.756075,1.293866,1.293866,0.462209,0.462209,1.711993,1.328798,1.137200,0.574792,0.383195,0.044082,-0.034932,0.156665,-0.112583,0.079015,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,14,1000,200,0.700000,1.557596,1.291805,1.291805,0.265791,0.265791,1.748718,1.364760,1.172782,0.575936,0.383957,-0.191122,-0.072955,0.119023,-0.310145,-0.118166,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,15,1000,200,0.700000,1.727519,1.283614,1.283614,0.443905,0.443905,1.755365,1.371811,1.180034,0.575331,0.383554,-0.027846,-0.088197,0.103580,-0.131426,0.060351,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,16,1000,200,0.700000,1.366606,1.092794,1.092794,0.273812,0.273812,1.734837,1.350721,1.158664,0.576174,0.384116,-0.368231,-0.257927,-0.065869,-0.302362,-0.110304,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,17,1000,200,0.700000,1.643356,1.143253,1.143253,0.500102,0.500102,1.730128,1.346229,1.154280,0.575848,0.383899,-0.086772,-0.202976,-0.011026,-0.075745,0.116204,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,18,1000,200,0.700000,1.712578,1.170542,1.170542,0.542036,0.542036,1.740302,1.356156,1.164083,0.576219,0.384146,-0.027724,-0.185614,0.006459,-0.034183,0.157890,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,19,1000,200,0.700000,1.757702,1.273845,1.273845,0.483857,0.483857,1.750776,1.367280,1.175532,0.575244,0.383496,0.006925,-0.093436,0.098312,-0.091387,0.100361,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,20,1000,200,0.700000,1.536603,1.165192,1.165192,0.371411,0.371411,1.724204,1.340110,1.148063,0.576141,0.384094,-0.187601,-0.174918,0.017129,-0.204729,-0.012682,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,21,1000,200,0.700000,1.651609,1.123671,1.123671,0.527938,0.527938,1.737452,1.353896,1.162118,0.575334,0.383556,-0.085843,-0.230225,-0.038447,-0.047396,0.144382,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,22,1000,200,0.700000,1.685239,1.074489,1.074489,0.610750,0.610750,1.734529,1.350482,1.158459,0.576070,0.384047,-0.049290,-0.275993,-0.083970,0.034679,0.226703,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,23,1000,200,0.700000,1.623989,1.164076,1.164076,0.459913,0.459913,1.723667,1.339643,1.147631,0.576036,0.384024,-0.099678,-0.175567,0.016445,-0.116123,0.075889,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,24,1000,200,0.700000,1.557595,1.110186,1.110186,0.447410,0.447410,1.769618,1.385388,1.193273,0.576346,0.384230,-0.212023,-0.275202,-0.083087,-0.128936,0.063179,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,25,1000,200,0.700000,1.310441,1.075884,1.075884,0.234557,0.234557,1.746237,1.362194,1.170172,0.576065,0.384043,-0.435796,-0.286310,-0.094289,-0.341508,-0.149486,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,26,1000,200,0.700000,1.505734,1.207127,1.207127,0.298607,0.298607,1.760814,1.377383,1.185668,0.575146,0.383431,-0.255081,-0.170256,0.021459,-0.276540,-0.084824,,,,,,
lsem_proxyX,3,N1000_nX200_sx0.7,27,1000,200,0.700000,1.532757,0.990606,0.990606,0.542151,0.542151,1.724889,1.341071,1.149162,0.575727,0.383818,-0.192132,-0.350465,-0.158556,-0.033576,0.158333,,,,,,
